source_url,school,school_ar,school_city,school_city_ar,school_country,school_country_ar,region,title,title_ar,summary,summary_ar,subject,format,start,end,days,price,currency,langs,audience,audience_ar,highlights,highlights_ar,rating,reviews,scraped_at,extraction
https://www.kellogg.northwestern.edu/executive-education/individual-programs/online-programs/bstrat.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,Build a Winning Brand,بناء علامة تجارية رابحة,"A 30-day online program from Kellogg School of Management, running 26 November 2026 to 14 January 2027.",برنامج عبر الإنترنت لمدة 30 يومًا من كلية كيلوغ للإدارة، من 26 نوفمبر 2026 إلى 14 يناير 2027.,marketing,online,2026-11-26,2027-01-14,30,2650,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/online-programs/ol-emdigmark.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,"Digital Marketing Strategies: Data, Automation, AI & Analytics",استراتيجيات التسويق الرقمي: البيانات والأتمتة والذكاء الاصطناعي والتحليلات,"A 45-day online program from Kellogg School of Management, running 26 November 2026 to 21 January 2027.",برنامج عبر الإنترنت لمدة 45 يومًا من كلية كيلوغ للإدارة، من 26 نوفمبر 2026 إلى 21 يناير 2027.,marketing,online,2026-11-26,2027-01-21,45,2850,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/executive-programs/mneg.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,Negotiation Master Class,برنامج متقدم في التفاوض,"A 12-day online program from Kellogg School of Management, running 30 November 2026 to 11 December 2026.",برنامج عبر الإنترنت لمدة 12 يومًا من كلية كيلوغ للإدارة، من 30 نوفمبر 2026 إلى 11 ديسمبر 2026.,negotiation,online,2026-11-30,2026-12-11,12,6900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/online-programs/grst.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,"Business Strategies for Growth: Fewer, Bigger, Bolder",استراتيجيات النمو: أقل عددًا وأكبر أثرًا وأكثر جرأة,"A 35-day online program from Kellogg School of Management, running 21 January 2027 to 4 March 2027.",برنامج عبر الإنترنت لمدة 35 يومًا من كلية كيلوغ للإدارة، من 21 يناير 2027 إلى 4 مارس 2027.,strategy,online,2027-01-21,2027-03-04,35,2650,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/online-programs/eom.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,Marketing Strategy & Tactics,استراتيجيات التسويق وتكتيكاته,"A 60-day online program from Kellogg School of Management, running 25 January 2027 to 25 April 2027.",برنامج عبر الإنترنت لمدة 60 يومًا من كلية كيلوغ للإدارة، من 25 يناير 2027 إلى 25 أبريل 2027.,marketing,online,2027-01-25,2027-04-25,60,2750,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/online-programs/busan.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,Business Analytics: Data-Driven Strategy,تحليلات الأعمال: استراتيجية قائمة على البيانات,"A 45-day online program from Kellogg School of Management, running 11 February 2027 to 8 April 2027.",برنامج عبر الإنترنت لمدة 45 يومًا من كلية كيلوغ للإدارة، من 11 فبراير 2027 إلى 8 أبريل 2027.,data,online,2027-02-11,2027-04-08,45,2700,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/executive-programs/fameg.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,Governing for Generational Growth,الحوكمة من أجل النمو عبر الأجيال,"A 11-day blended program from Kellogg School of Management, running 16 February 2027 to 26 February 2027.",برنامج مدمج لمدة 11 يومًا من كلية كيلوغ للإدارة، من 16 فبراير 2027 إلى 26 فبراير 2027.,leadership,blended,2027-02-16,2027-02-26,11,12000,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://www.kellogg.northwestern.edu/executive-education/individual-programs/executive-programs/famoff.aspx,Kellogg School of Management,كلية كيلوغ للإدارة,Evanston,إيفانستون,United States,الولايات المتحدة,americas,The Single Family Office,مكتب العائلة الواحدة,"A 3-day on-campus program from Kellogg School of Management, running 8 June 2027 to 10 June 2027.",برنامج حضوري لمدة 3 أيام من كلية كيلوغ للإدارة، من 8 يونيو 2027 إلى 10 يونيو 2027.,leadership,in-person,2027-06-08,2027-06-10,3,7000,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/frontiers-of-generative-ai-in-business/a05U1000002xz4jIAA.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Frontiers of Generative AI in Business,آفاق الذكاء الاصطناعي التوليدي في قطاع الأعمال,"A 2-day on-campus program from MIT Sloan School of Management, running 22 September 2026 to 23 September 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 22 سبتمبر 2026 إلى 23 سبتمبر 2026.,digital,in-person,2026-09-22,2026-09-23,2,5900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/ai-essentials/a05U1000009xGLJIA2.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,AI Essentials: Accelerating Impactful Adoption,أساسيات الذكاء الاصطناعي: تسريع التبني الفعّال,"A 2-day on-campus program from MIT Sloan School of Management, running 24 September 2026 to 25 September 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 24 سبتمبر 2026 إلى 25 سبتمبر 2026.,digital,in-person,2026-09-24,2026-09-25,2,5700,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/artificial-intelligence-for-financial-services/a05U100000BIm1RIAT.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,"Artificial Intelligence for Financial Services: Tools, Opportunities, and Challenges",الذكاء الاصطناعي في الخدمات المالية: الأدوات والفرص والتحديات,"A 2-day on-campus program from MIT Sloan School of Management, running 1 October 2026 to 2 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 1 أكتوبر 2026 إلى 2 أكتوبر 2026.,finance,in-person,2026-10-01,2026-10-02,2,5900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/driving-strategic-innovation/a056g00000URaMqAAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Driving Strategic Innovation: Achieving High Performance Throughout the Value Chain,قيادة الابتكار الاستراتيجي: تحقيق الأداء المتفوق عبر سلسلة القيمة,"A 6-day on-campus program from MIT Sloan School of Management, running 4 October 2026 to 9 October 2026.",برنامج حضوري لمدة 6 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 4 أكتوبر 2026 إلى 9 أكتوبر 2026.,strategy,in-person,2026-10-04,2026-10-09,6,12900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/visual-management-for-competitive-advantage/a056g00000URaMuAAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Visual Management for Competitive Advantage: MIT's Approach to Efficient and Agile Work,الإدارة البصرية لتحقيق الميزة التنافسية: منهج معهد MIT للعمل الكفؤ والرشيق,"A 2-day on-campus program from MIT Sloan School of Management, running 6 October 2026 to 7 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 6 أكتوبر 2026 إلى 7 أكتوبر 2026.,operations,in-person,2026-10-06,2026-10-07,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/ai-risk-and-readiness/a05U100000E3vJRIAZ.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,AI Risk and Readiness: From Governance to Growth,مخاطر الذكاء الاصطناعي والتأهب لها: من الحوكمة إلى النمو,"A 2-day on-campus program from MIT Sloan School of Management, running 8 October 2026 to 9 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 8 أكتوبر 2026 إلى 9 أكتوبر 2026.,digital,in-person,2026-10-08,2026-10-09,2,5700,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/implementing-agentic-ai/a05U100000CvoPOIAZ.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Implementing Agentic AI: Building Your Organizational Playbook,تطبيق الذكاء الاصطناعي الوكيل: بناء دليل عمل مؤسستكم,"A 15-day online program from MIT Sloan School of Management, running 12 October 2026 to 3 November 2026.",برنامج عبر الإنترنت لمدة 15 يومًا من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 12 أكتوبر 2026 إلى 3 نوفمبر 2026.,digital,online,2026-10-12,2026-11-03,15,1900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/developing-a-leading-edge-operations-strategy/a056g00000URaMoAAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Developing a Leading Edge Operations Strategy,بناء استراتيجية تشغيلية ريادية,"A 2-day on-campus program from MIT Sloan School of Management, running 13 October 2026 to 14 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 13 أكتوبر 2026 إلى 14 أكتوبر 2026.,operations,in-person,2026-10-13,2026-10-14,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/leading-technical-professionals-and-teams/a05U1000006sQeoIAE.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Leading Technical Professionals and Teams,قيادة المختصين التقنيين وفرقهم,"A 2-day on-campus program from MIT Sloan School of Management, running 13 October 2026 to 14 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 13 أكتوبر 2026 إلى 14 أكتوبر 2026.,leadership,in-person,2026-10-13,2026-10-14,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/leading-through-storytelling/a05U100000FS8urIAD.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Leading Through Storytelling: The Human Advantage in the Age of AI,القيادة عبر السرد القصصي: الميزة الإنسانية في عصر الذكاء الاصطناعي,"A 2-day on-campus program from MIT Sloan School of Management, running 15 October 2026 to 16 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 15 أكتوبر 2026 إلى 16 أكتوبر 2026.,leadership,in-person,2026-10-15,2026-10-16,2,5300,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/supply-chain-strategy-and-management/a056g00000URaN6AAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Supply Chain Strategy and Management,استراتيجية سلسلة الإمداد وإدارتها,"A 2-day on-campus program from MIT Sloan School of Management, running 15 October 2026 to 16 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 15 أكتوبر 2026 إلى 16 أكتوبر 2026.,operations,in-person,2026-10-15,2026-10-16,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/understanding-and-solving-complex-business-problems/a056g00000URaNBAA1.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Understanding and Solving Complex Business Problems,فهم المشكلات التجارية المعقدة وحلها,"A 2-day on-campus program from MIT Sloan School of Management, running 15 October 2026 to 16 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 15 أكتوبر 2026 إلى 16 أكتوبر 2026.,strategy,in-person,2026-10-15,2026-10-16,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/future-family-enterprise/a056g00000URaa8AAD.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Future Family Enterprise: Sustaining Multigenerational Success,مستقبل المنشأة العائلية: استدامة النجاح عبر الأجيال,"A 6-day on-campus program from MIT Sloan School of Management, running 18 October 2026 to 23 October 2026.",برنامج حضوري لمدة 6 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 18 أكتوبر 2026 إلى 23 أكتوبر 2026.,entrepreneurship,in-person,2026-10-18,2026-10-23,6,13900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/questions-are-the-answer/a056g00000URaaHAAT.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,"Questions Are the Answer: A Creative Approach to AI-Enhanced Inquiry, Insight, and Impact",الأسئلة هي الإجابة: منهج إبداعي للاستقصاء والبصيرة والأثر المعزَّز بالذكاء الاصطناعي,"A 2-day on-campus program from MIT Sloan School of Management, running 20 October 2026 to 21 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 20 أكتوبر 2026 إلى 21 أكتوبر 2026.,leadership,in-person,2026-10-20,2026-10-21,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/navigating-transitions-during-ai-driven-change/a056g00000URaaWAAT.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Navigating Transitions During AI-Driven Change,إدارة مراحل الانتقال في ظل التغيير المدفوع بالذكاء الاصطناعي,"A 2-day on-campus program from MIT Sloan School of Management, running 22 October 2026 to 23 October 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 22 أكتوبر 2026 إلى 23 أكتوبر 2026.,leadership,in-person,2026-10-22,2026-10-23,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/agentic-ai/a05U100000D0sLtIAJ.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Agentic AI: Business Implications and Applications,الذكاء الاصطناعي الوكيل: تطبيقاته وانعكاساته على الأعمال,"A 3-day on-campus program from MIT Sloan School of Management, running 2 November 2026 to 4 November 2026.",برنامج حضوري لمدة 3 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 2 نوفمبر 2026 إلى 4 نوفمبر 2026.,digital,in-person,2026-11-02,2026-11-04,3,7900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/understanding-global-markets/a056g00000URaZRAA1.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Understanding Global Markets: Macroeconomics for Executives,فهم الأسواق العالمية: الاقتصاد الكلي للتنفيذيين,"A 3-day on-campus program from MIT Sloan School of Management, running 2 November 2026 to 4 November 2026.",برنامج حضوري لمدة 3 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 2 نوفمبر 2026 إلى 4 نوفمبر 2026.,finance,in-person,2026-11-02,2026-11-04,3,5500,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/evolving-as-a-leader-in-turbulent-times/a056g00000URaNAAA1.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Evolving as a Leader in Turbulent Times,التطور القيادي في أوقات الاضطراب,"A 2-day on-campus program from MIT Sloan School of Management, running 3 November 2026 to 4 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 3 نوفمبر 2026 إلى 4 نوفمبر 2026.,leadership,in-person,2026-11-03,2026-11-04,2,5300,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/building-organizational-resilience/a056g00000URaadAAD.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Building Organizational Resilience: A System Approach to Mitigating Risk and Uncertainty,بناء المرونة المؤسسية: نهج منظومي للحد من المخاطر وعدم اليقين,"A 2-day on-campus program from MIT Sloan School of Management, running 5 November 2026 to 6 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 5 نوفمبر 2026 إلى 6 نوفمبر 2026.,operations,in-person,2026-11-05,2026-11-06,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/creative-transformation-amid-rapid-change/a054v00000rgRvwAAE.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Creative Transformation Amid Rapid Change: Embracing the Unexpected,التحول الإبداعي في خضم التغيير المتسارع: استيعاب المفاجآت,"A 2-day on-campus program from MIT Sloan School of Management, running 5 November 2026 to 6 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 5 نوفمبر 2026 إلى 6 نوفمبر 2026.,strategy,in-person,2026-11-05,2026-11-06,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/unlocking-the-power-of-perspectives/a056g00000URqsrAAD.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,"Unlocking the Power of Perspectives: Problem Solving with Clarity, Creativity, and Collaboration",إطلاق قوة وجهات النظر: حل المشكلات بوضوح وإبداع وتعاون,"A 2-day on-campus program from MIT Sloan School of Management, running 5 November 2026 to 6 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 5 نوفمبر 2026 إلى 6 نوفمبر 2026.,leadership,in-person,2026-11-05,2026-11-06,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/shaping-the-future-of-real-estate/a05U1000008AVXOIA4.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,"Shaping the Future of Real Estate: Human, Digital, and Physical Innovation Strategy",صياغة مستقبل القطاع العقاري: استراتيجية الابتكار البشري والرقمي والمادي,"A 6-day on-campus program from MIT Sloan School of Management, running 8 November 2026 to 13 November 2026.",برنامج حضوري لمدة 6 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 8 نوفمبر 2026 إلى 13 نوفمبر 2026.,strategy,in-person,2026-11-08,2026-11-13,6,12500,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/leading-the-ai-driven-organization/a054v00000r9U5cAAE.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Leading the AI-Driven Organization,قيادة المؤسسة القائمة على الذكاء الاصطناعي,"A 5-day on-campus program from MIT Sloan School of Management, running 9 November 2026 to 13 November 2026.",برنامج حضوري لمدة 5 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 9 نوفمبر 2026 إلى 13 نوفمبر 2026.,leadership,in-person,2026-11-09,2026-11-13,5,12900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/systematic-innovation-of-products--processes--and-services/a056g00000URaN2AAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,"Systematic Innovation of Products, Processes, and Services",الابتكار المنهجي للمنتجات والعمليات والخدمات,"A 5-day on-campus program from MIT Sloan School of Management, running 9 November 2026 to 13 November 2026.",برنامج حضوري لمدة 5 أيام من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 9 نوفمبر 2026 إلى 13 نوفمبر 2026.,operations,in-person,2026-11-09,2026-11-13,5,11100,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/developing-and-managing-a-successful-technology-strategy/a056g00000URaMpAAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Developing and Managing a Successful Technology Strategy,صياغة استراتيجية تقنية ناجحة وإدارتها,"A 2-day on-campus program from MIT Sloan School of Management, running 10 November 2026 to 11 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 10 نوفمبر 2026 إلى 11 نوفمبر 2026.,digital,in-person,2026-11-10,2026-11-11,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/fundamentals-of-finance-for-the-technical-executive/a056g00000URaMtAAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Fundamentals of Finance for the Technical Executive,أساسيات المالية للتنفيذي التقني,"A 2-day on-campus program from MIT Sloan School of Management, running 10 November 2026 to 11 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 10 نوفمبر 2026 إلى 11 نوفمبر 2026.,finance,in-person,2026-11-10,2026-11-11,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/persuading-with-data/a056g00000YHYWsAAP.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Persuading with Data,الإقناع بالبيانات,"A 2-day on-campus program from MIT Sloan School of Management, running 12 November 2026 to 13 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 12 نوفمبر 2026 إلى 13 نوفمبر 2026.,data,in-person,2026-11-12,2026-11-13,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/business-model-innovation-for-organizational-transformation/a056g00000URaabAAD.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Business Model Innovation for Organizational Transformation,ابتكار نماذج الأعمال لتحقيق التحول المؤسسي,"A 2-day on-campus program from MIT Sloan School of Management, running 17 November 2026 to 18 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 17 نوفمبر 2026 إلى 18 نوفمبر 2026.,strategy,in-person,2026-11-17,2026-11-18,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/crisis-leadership/a05U100000F9TN8IAN.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Crisis Leadership: Strategies for High-Stakes Decision-Making,القيادة في الأزمات: استراتيجيات اتخاذ القرار في المواقف الحرجة,"A 2-day on-campus program from MIT Sloan School of Management, running 17 November 2026 to 18 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 17 نوفمبر 2026 إلى 18 نوفمبر 2026.,leadership,in-person,2026-11-17,2026-11-18,2,5500,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/negotiation-for-executives/a056g00000URaZHAA1.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Negotiation for Executives,التفاوض للتنفيذيين,"A 2-day on-campus program from MIT Sloan School of Management, running 17 November 2026 to 18 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 17 نوفمبر 2026 إلى 18 نوفمبر 2026.,negotiation,in-person,2026-11-17,2026-11-18,2,5300,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/leadership-by-design/a056g00000URaZqAAL.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Leadership by Design: Innovation Process and Culture,القيادة بالتصميم: عملية الابتكار وثقافته,"A 2-day on-campus program from MIT Sloan School of Management, running 19 November 2026 to 20 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 19 نوفمبر 2026 إلى 20 نوفمبر 2026.,leadership,in-person,2026-11-19,2026-11-20,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
https://executive.mit.edu/course/personal-productivity-in-an-ai-enabled-workplace/a056g00000URaZTAA1.html,MIT Sloan School of Management,كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا,Cambridge,كامبريدج,United States,الولايات المتحدة,americas,Personal Productivity in an AI-Enabled Workplace,الإنتاجية الشخصية في بيئة عمل مدعومة بالذكاء الاصطناعي,"A 2-day on-campus program from MIT Sloan School of Management, running 19 November 2026 to 20 November 2026.",برنامج حضوري لمدة يومين من كلية سلون للإدارة بمعهد ماساتشوستس للتكنولوجيا، من 19 نوفمبر 2026 إلى 20 نوفمبر 2026.,people,in-person,2026-11-19,2026-11-20,2,4900,USD,en,,,,,,,2026-09-14T00:00:00Z,school-page
